Date,Account,Inbound Message,Created Time,snTypeColumn,Associated Cases,Replied Post,Status,Account.1,Account Type,Author Name,Campaign Name,ScheduledTime,PublishedTime,Sentiment,Inbound Message Tags,Volume of Fan Messages Replied (SUM),Agent,Response Time (SUM),Inbound Message Cleaned,Replied Post Cleaned
2023-08-01,Dove Sri Lanka Facebook,Ewaye mila danwada genna ganna puluwanda,2023-08-20 20:13:11,Facebook,7329650,"Hi Khs Piriyadarsani, Dove Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි! 
ඔබට දැනගැනීමට අවශ්‍ය කුමන නිශ්පාදනයක් සම්බන්ධව ද?


",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-08-22 10:41:32,2023-08-22 10:41:33,Neutral,,1.0,Chamini Madhushika,1 days 14:28:22.520000,Ewaye mila danwada genna ganna puluwanda,Hi Khs Piriyadarsani Dove Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි ඔබට දැනගැනීමට අවශ්ය කුමන නිශ්පාදනයක් සම්බන්ධව ද
2023-08-01,Dove Sri Lanka Facebook,Can u confirm the availability of dove underarm whitening cream,2023-08-03 22:20:51,Facebook,7028770,"Kindly note that we have not introduced an Underarm Whitening Cream under Dove Sri Lanka. However, visit our website Ustore.lk (https://www.ustore.lk/collections/dove) to know about our product portfolio and prices.",SENT,Dove Sri Lanka Facebook,FBPAGE,Nethmi Kudahetty,Customer Care (Unilever),2023-08-03 22:48:21,2023-08-03 22:48:22,Neutral,,1.0,Nethmi Kudahetty,0 days 00:27:31.069000,Can u confirm the availability of dove underarm whitening cream,Kindly note that we have not introduced an Underarm Whitening Cream under Dove Sri Lanka However visit our website Ustorelk httpswwwustorelkcollectionsdove to know about our product portfolio and prices
2023-08-01,Dove Sri Lanka Facebook,Can u confirm the availability of dove underarm whitening cream,2023-08-21 11:06:18,Facebook,7329645,"Hi Sathu, Thank you for contacting Dove Sri Lanka!  
You can purchase Dove Hair Fall Rescue Shampoo 340ML for Rs.1750/-
",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-08-22 09:23:24,2023-08-22 09:23:25,Neutral,,1.0,Chamini Madhushika,0 days 22:17:07.088000,Can u confirm the availability of dove underarm whitening cream,Hi Sathu Thank you for contacting Dove Sri Lanka You can purchase Dove Hair Fall Rescue Shampoo 340ML for Rs1750
2023-08-01,Dove Sri Lanka Facebook,Is there available,2023-08-22 01:33:28,Facebook,7337980,"Hi Sudarshi, Thank you for contacting Dove Sri Lanka!
We can recommend you to use the Dove Intense Repair Shampoo.",SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-08-22 16:33:56,2023-08-22 16:33:57,Neutral,,1.0,Randika Soyza,0 days 15:00:29.363000,Is there available,Hi Sudarshi Thank you for contacting Dove Sri Lanka We can recommend you to use the Dove Intense Repair Shampoo
2023-08-01,Dove Sri Lanka Facebook,Which shampoo would you recommend me ?,2023-08-02 13:19:43,Facebook,7026550,"Hi Niraj, Dove Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි! 
ඔබට Dove Intense Repair Shampoo 180ml රුපියල් 736/- ට සහ Dove Intense Repair Conditioner 180ml රුපියල් 736/- ට 20% ක වට්ටමක් සහිතව අපගේ Ustore.lk (https://www.ustore.lk/collections/dove) වෙබ් අඩවිය වෙත පිවිස ලියාපදිංචි වී මිලදී ගත හැකිය. නැතහොත් ඔබගේ ඇණවුම සම්බන්ධයෙන් සහය වීම සඳහා අපට ඔබගේ පහත සඳහන් තොරතුරු යොමු කරන්න.
නම :
ලිපිනය :
දිස්ත්‍රික්කය :
දුරකථන අංකය :

අපගේ බෙදාහැරීම් සේවාවන් දිවයින පුරා ක්‍රියාත්මක වන අතර බෙදාහැරීම් ගාස්තු අය නොකෙරේ. අවම ඇණවුම් වටිනාකම රුපියල් 800කට නොඅඩු විය යුතු බව කරුණාවෙන් සලකන්න.",SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-08-02 13:36:57,2023-08-02 13:36:58,Neutral,,1.0,Randika Soyza,0 days 00:17:15.608000,Which shampoo would you recommend me,Hi Niraj Dove Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි ඔබට Dove Intense Repair Shampoo 180ml රුපියල් 736 ට සහ Dove Intense Repair Conditioner 180ml රුපියල් 736 ට 20 ක වට්ටමක් සහිතව අපගේ Ustorelk httpswwwustorelkcollectionsdove වෙබ් අඩවිය වෙත පිවිස ලියාපදිංචි වී මිලදී ගත හැකිය නැතහොත් ඔබගේ ඇණවුම සම්බන්ධයෙන් සහය වීම සඳහා අපට ඔබගේ පහත සඳහන් තොරතුරු යොමු කරන්න නම ලිපිනය දිස්ත්රික්කය දුරකථන අංකය අපගේ බෙදාහැරීම් සේවාවන් දිවයින පුරා ක්රියාත්මක වන අතර බෙදාහැරීම් ගාස්තු අය නොකෙරේ අවම ඇණවුම් වටිනාකම රුපියල් 800කට නොඅඩු විය යුතු බව කරුණාවෙන් සලකන්න
2023-08-01,Dove Sri Lanka Facebook,මේ දෙකම අම්පාර ට deliver  කරන්නත් එක්ක මිල කොහොමද කියන්න මට,2023-08-04 09:29:32,Facebook,7055672,"Hi Sanuri, Thank you for contacting Dove Sri Lanka!
Kindly note that we have not introduced an underarm whitening cream under Dove Sri Lanka. However, visit our website Ustore.lk (http://bit.ly/2IcSu0V) to know about our product portfolio and prices.
",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-08-04 10:49:43,2023-08-04 10:49:45,Neutral,,1.0,Chamini Madhushika,0 days 01:20:13,මේ දෙකම අම්පාර ට deliver කරන්නත් එක්ක මිල කොහොමද කියන්න මට,Hi Sanuri Thank you for contacting Dove Sri Lanka Kindly note that we have not introduced an underarm whitening cream under Dove Sri Lanka However visit our website Ustorelk httpbitly2IcSu0V to know about our product portfolio and prices
2023-08-01,Dove Sri Lanka Facebook,Is there any underarm whitening cream available in Dove?,2023-08-07 08:33:28,Facebook,7099389,සමාවෙන්න. අප සතුව ධාරිතාවය 1l ප්‍රමාණයේ Shampoo සහ Conditioner නොමැති බව කරුණාවෙන් සලකන්න. ,SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-08-07 09:25:21,2023-08-07 09:25:22,Neutral,,1.0,Chamini Madhushika,0 days 00:51:54.628000,Is there any underarm whitening cream available in Dove,සමාවෙන්න අප සතුව ධාරිතාවය 1l ප්රමාණයේ Shampoo සහ Conditioner නොමැති බව කරුණාවෙන් සලකන්න
2023-08-01,Dove Sri Lanka Facebook,Ita wada ne,2023-08-02 22:58:19,Facebook,7034121,"Hi Sepalika, Thank you for contacting Dove Sri Lanka!
Kindly note that we have not introduced the products you are referring to under Dove Sri Lanka. To know our available product portfolio and prices visit Ustore.lk (https://www.ustore.lk/collections/dove).",SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-08-03 00:09:17,2023-08-03 00:09:18,Neutral,,1.0,Randika Soyza,0 days 01:10:59.622000,Ita wada ne,Hi Sepalika Thank you for contacting Dove Sri Lanka Kindly note that we have not introduced the products you are referring to under Dove Sri Lanka To know our available product portfolio and prices visit Ustorelk httpswwwustorelkcollectionsdove
2023-08-01,Dove Sri Lanka Facebook,Do you have this product,2023-08-22 16:50:55,Facebook,7337980,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Dove Sri Lanka Facebook,FBPAGE,Moderation User,Customer Care (Unilever),2023-08-22 17:15:40,2023-08-22 17:15:40,Positive,,1.0,Moderation User,0 days 00:24:45.624000,Do you have this product,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-08-01,Dove Sri Lanka Facebook,Is there available  for this offer,2023-08-16 17:49:44,Facebook,7329653,"Hi Sk Shanya, Thank you for contacting Dove Sri Lanka!
You can purchase Dove Hair Fall Rescue Shampoo 180ml for Rs.920/- and Dove Hair Fall Rescue Conditioner 180ml for Rs.920/-. Please visit our website Ustore.lk (https://www.ustore.lk/collections/dove) to register yourself and place the order. If not we can assist you in placing your order.  Can you please send us your details as given below?
Name:
Address:
District:
Contact Number :",SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-08-22 07:58:57,2023-08-22 07:58:58,Neutral,,1.0,Randika Soyza,5 days 14:09:14.913000,Is there available for this offer,Hi Sk Shanya Thank you for contacting Dove Sri Lanka You can purchase Dove Hair Fall Rescue Shampoo 180ml for Rs920 and Dove Hair Fall Rescue Conditioner 180ml for Rs920 Please visit our website Ustorelk httpswwwustorelkcollectionsdove to register yourself and place the order If not we can assist you in placing your order Can you please send us your details as given below Name Address District Contact Number
2023-08-01,Dove Sri Lanka Facebook,"v.vathany
meesalai west meesalai
chvakachcheri
jaffna
0779797972",2023-08-17 21:17:07,Facebook,7329657,"Hi Krishna, Thank you for contacting Dove Sri Lanka!
How can I assist you?",SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-08-22 08:05:25,2023-08-22 08:05:26,Neutral,,1.0,Randika Soyza,4 days 10:48:19.395000,vvathany meesalai west meesalai chvakachcheri jaffna 0779797972,Hi Krishna Thank you for contacting Dove Sri Lanka How can I assist you
2023-08-01,Dove Sri Lanka Facebook,Curly hair akata hariyana shampo and conditioner aka Mukadda.,2023-08-22 15:37:10,Facebook,7346456,"Hi Nilu, Dove Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි! 
ඔබට ඕනෑම සුපිරි වෙළඳ සැලකින් හෝ අපගේ Ustore.lk (https://www.ustore.lk/collections/dove) වෙබ් අඩවිය වෙත පිවිස Dove Intense Repair Conditioner එක මිලදී ගත හැකිය.",SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-08-22 20:50:17,2023-08-22 20:50:18,Neutral,,1.0,Randika Soyza,0 days 05:13:08.728000,Curly hair akata hariyana shampo and conditioner aka Mukadda,Hi Nilu Dove Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි ඔබට ඕනෑම සුපිරි වෙළඳ සැලකින් හෝ අපගේ Ustorelk httpswwwustorelkcollectionsdove වෙබ් අඩවිය වෙත පිවිස Dove Intense Repair Conditioner එක මිලදී ගත හැකිය
2023-08-01,Dove Sri Lanka Facebook,දම් පාට එකේ,2023-08-20 17:04:39,Facebook,7329649,"Hi Shiroma, Dove Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි! 
අපි Gift Pack විකිණීම සිදු නොකරන බව කරුණාවෙන් සලකන්න.
",SENT,Dove Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-08-22 10:45:00,2023-08-22 10:45:02,Neutral,,1.0,Chamini Madhushika,1 days 17:40:23.073000,දම් පාට එකේ,Hi Shiroma Dove Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි අපි Gift Pack විකිණීම සිදු නොකරන බව කරුණාවෙන් සලකන්න
2023-08-01,Dove Sri Lanka Facebook,"Well im minoli,are you recommending this for me ??",2023-08-23 14:41:29,Facebook,7352085,ඔබට Dove Intense Repair Shampoo සහ Dove Intense Repair Conditioner නිර්දේශ කරන්න පුළුවන්.,SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-08-23 14:44:10,2023-08-23 14:44:10,Negative,,1.0,Randika Soyza,0 days 00:02:41.894000,Well im minoliare you recommending this for me,ඔබට Dove Intense Repair Shampoo සහ Dove Intense Repair Conditioner නිර්දේශ කරන්න පුළුවන්
2023-08-01,Dove Sri Lanka Facebook,Rebounding kla kondekta,2023-08-05 06:20:52,Facebook,7066693,"Hi Sewwandi, Dove Hair Fall Rescue Shampoo සහ Dove Hair Fall Rescue Conditioner මගින් හානියට පත් හිසකෙස් මුල්වල සිට ගැඹුරට පෝෂණය කරන අතර හිසකෙස් ශක්තිමත් කරයි. තවද හිසකෙස් වැටීම 98% දක්වා අඩු කරයි.",SENT,Dove Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-08-05 09:02:37,2023-08-05 09:02:37,Neutral,,1.0,Randika Soyza,0 days 02:41:49.308000,Rebounding kla kondekta,Hi Sewwandi Dove Hair Fall Rescue Shampoo සහ Dove Hair Fall Rescue Conditioner මගින් හානියට පත් හිසකෙස් මුල්වල සිට ගැඹුරට පෝෂණය කරන අතර හිසකෙස් ශක්තිමත් කරයි තවද හිසකෙස් වැටීම 98 දක්වා අඩු කරයි
2023-08-01,Rexona Sri Lanka Facebook,Dove conditioner eka demmama konde thuni wenne ndda,2023-08-08 15:13:05,Facebook,7120452,"Hi Lakshitha, Thank you for contacting Rexona Sri Lanka!
You can purchase our products from any leading supermarket or outlet. Also, it is now available on our website to purchase. Please visit Ustore.lk (https://bit.ly/322QByu) to register yourself and get it delivered to your doorstep!

",SENT,Rexona Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-08-08 15:20:50,2023-08-08 15:20:51,Neutral,,1.0,Chamini Madhushika,0 days 00:07:46.832000,Dove conditioner eka demmama konde thuni wenne ndda,Hi Lakshitha Thank you for contacting Rexona Sri Lanka You can purchase our products from any leading supermarket or outlet Also it is now available on our website to purchase Please visit Ustorelk httpsbitly322QByu to register yourself and get it delivered to your doorstep
2023-08-01,Rexona Sri Lanka Facebook,Where can i buy the deodorants?,2023-08-05 07:05:24,Facebook,7070416,"Hi Lesde, Thank you for contacting Rexona Sri Lanka !
How can I assist you?",SENT,Rexona Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-08-05 09:10:29,2023-08-05 09:10:30,Neutral,,1.0,Randika Soyza,0 days 02:05:06.444000,Where can i buy the deodorants,Hi Lesde Thank you for contacting Rexona Sri Lanka How can I assist you
2023-08-01,Knorr Sri Lanka Facebook,Good  Recipe ❤,2023-08-13 13:42:29,Facebook,7196674,"Hi Kasun, Thank you for your appreciation!
",SENT,Knorr Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-08-13 14:00:27,2023-08-13 14:00:29,Positive,,1.0,Chamini Madhushika,0 days 00:18:00.274000,Good Recipe ❤,Hi Kasun Thank you for your appreciation
2023-08-01,Vim Sri Lanka Facebook,"Already Done ✔️✔️✔️✔️ Waiting 😍 Hopefully 
Vim Sri Lanka",2023-08-01 07:42:26,Facebook,6985932,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Vim Sri Lanka Facebook,FBPAGE,Moderation User,Customer Care (Unilever),2023-08-01 08:02:42,2023-08-01 08:02:42,Positive,,1.0,Moderation User,0 days 00:20:16.479000,Already Done ✔✔✔✔ Waiting 😍 Hopefully Vim Sri Lanka,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-08-01,Vim Sri Lanka Facebook,"Sulochana 
❤️❤️❤️

Vim best product",2023-08-11 13:40:50,Facebook,7166992,"Hi Kavindya, Thank you for your feedback!
",SENT,Vim Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-08-11 15:56:39,2023-08-11 15:56:40,Positive,,1.0,Chamini Madhushika,0 days 02:15:50.973000,Sulochana ❤❤❤ Vim best product,Hi Kavindya Thank you for your feedback
2023-08-01,Vim Sri Lanka Facebook,1L 2L can by,2023-08-01 12:28:40,Facebook,7011119,"Hi Achini, Thank you for your appreciation!",SENT,Vim Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-08-01 12:46:57,2023-08-01 12:46:57,Neutral,,1.0,Chamini Madhushika,0 days 00:18:20.852000,1L 2L can by,Hi Achini Thank you for your appreciation
2023-08-01,Vim Sri Lanka Facebook,Toga mila kiyada,2023-08-20 12:05:25,Facebook,7311162,"Hi Achini, Thank you for your feedback!
",SENT,Vim Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-08-20 12:11:21,2023-08-20 12:11:21,Neutral,,1.0,Chamini Madhushika,0 days 00:05:59.719000,Toga mila kiyada,Hi Achini Thank you for your feedback
2023-08-01,Vim Sri Lanka Facebook,Best product VIM,2023-08-16 07:49:19,Facebook,7241898,"Hi Chrysanthi, Thank you for your appreciation!
",SENT,Vim Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-08-16 09:58:53,2023-08-16 09:58:53,Positive,,1.0,Chamini Madhushika,0 days 02:09:37.229000,Best product VIM,Hi Chrysanthi Thank you for your appreciation
2023-08-01,Vim Sri Lanka Facebook,"Wow! best offers

Vim Sri Lanka 💚❤️",2023-08-16 10:13:45,Facebook,7243352,"Hi Madu, Thank you for your appreciation!
",SENT,Vim Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-08-16 10:25:17,2023-08-16 10:25:20,Positive,,1.0,Chamini Madhushika,0 days 00:11:35.167000,Wow best offers Vim Sri Lanka 💚❤,Hi Madu Thank you for your appreciation
2023-08-01,Vim Sri Lanka Facebook,Jaffna delivery available,2023-08-17 13:24:20,Facebook,7262280,"Hi Anusha, Thank you for your feedback!
",SENT,Vim Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-08-17 14:03:18,2023-08-17 14:03:18,Positive,,1.0,Chamini Madhushika,0 days 00:39:01.407000,Jaffna delivery available,Hi Anusha Thank you for your feedback
2023-08-01,Vim Sri Lanka Facebook,Vim Sri Lanka,2023-08-24 10:28:08,Facebook,7359817,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Vim Sri Lanka Facebook,FBPAGE,Moderation User,Customer Care (Unilever),2023-08-24 11:16:24,2023-08-24 11:16:24,Neutral,,1.0,Moderation User,0 days 00:48:16.618000,Vim Sri Lanka,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-08-01,Vim Sri Lanka Facebook,Done Vim Sri Lanka,2023-08-23 11:17:03,Facebook,7340959,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Vim Sri Lanka Facebook,FBPAGE,Moderation User,Customer Care (Unilever),2023-08-23 12:35:51,2023-08-23 12:35:51,Neutral,,1.0,Moderation User,0 days 01:18:48.945000,Done Vim Sri Lanka,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-08-01,Vim Sri Lanka Facebook,Done ✅ Vim Sri Lanka,2023-08-22 07:06:11,Facebook,7340155,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Vim Sri Lanka Facebook,FBPAGE,Moderation User,Customer Care (Unilever),2023-08-22 12:40:05,2023-08-22 12:40:05,Neutral,,1.0,Moderation User,0 days 05:33:54.118000,Done ✅ Vim Sri Lanka,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-08-01,Vim Sri Lanka Facebook,"Done
Vim Sri Lanka ♥",2023-08-22 13:02:27,Facebook,7343085,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Vim Sri Lanka Facebook,FBPAGE,Moderation User,Customer Care (Unilever),2023-08-22 15:11:14,2023-08-22 15:11:14,Neutral,,1.0,Moderation User,0 days 02:08:47.088000,Done Vim Sri Lanka ♥,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-08-01,Vim Sri Lanka Facebook,"Done ✅
Vim Sri Lanka",2023-08-24 03:04:19,Facebook,7358998,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Vim Sri Lanka Facebook,FBPAGE,Moderation User,Customer Care (Unilever),2023-08-24 07:47:33,2023-08-24 07:47:33,Positive,,1.0,Moderation User,0 days 04:43:14.278000,Done ✅ Vim Sri Lanka,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-08-01,Vim Sri Lanka Facebook,"Vim Sri Lanka 

Friends Try This GIVEAWAY 👍❤️ 
Ruthini Deepthika 
Nalaka Ranil 
Shihan Ruhiru 
Rakitha Dassanayake 
Dimal Rathnayaka",2023-08-25 07:50:26,Facebook,7376332,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Vim Sri Lanka Facebook,FBPAGE,Moderation User,Customer Care (Unilever),2023-08-25 08:13:15,2023-08-25 08:13:15,Positive,,1.0,Moderation User,0 days 00:22:49.757000,Vim Sri Lanka Friends Try This GIVEAWAY 👍❤ Ruthini Deepthika Nalaka Ranil Shihan Ruhiru Rakitha Dassanayake Dimal Rathnayaka,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-08-01,Vim Sri Lanka Facebook,Like Follow Invited Friends Done ✔️✔️✔️✔️,2023-08-24 09:25:01,Facebook,7372597,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Vim Sri Lanka Facebook,FBPAGE,Moderation User,Customer Care (Unilever),2023-08-24 16:31:08,2023-08-24 16:31:08,Neutral,,1.0,Moderation User,0 days 07:06:07.638000,Like Follow Invited Friends Done ✔✔✔✔,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-08-01,Vim Sri Lanka Facebook,I am looking for a distributor vacancy in eastern side if available pls let me know,2023-08-24 10:20:58,Facebook,7340776,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Vim Sri Lanka Facebook,FBPAGE,Moderation User,Customer Care (Unilever),2023-08-24 10:54:49,2023-08-24 10:54:49,Neutral,,1.0,Moderation User,0 days 00:33:51.309000,I am looking for a distributor vacancy in eastern side if available pls let me know,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-08-01,Vim Sri Lanka Facebook,නිශ්පාදන අංශවල ජොබ් තියෙනව ද?,2023-08-13 18:40:40,Facebook,7200800,"Hi Malaka, Vim Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි!
ඔබ අප ආයතනය කෙරෙහි ඇති උනන්දුව අප අගය කරන අතර, රැකියා අවස්ථාවන් පිළිබඳව දැනගැනීමට අපගේ Unilever Careers Facebook Page (https://www.facebook.com/UnileverCareersSriLanka/) එක වෙත පිවිසෙන්න.",SENT,Vim Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-08-13 22:20:56,2023-08-13 22:20:57,Neutral,,1.0,Randika Soyza,0 days 03:40:17.236000,නිශ්පාදන අංශවල ජොබ් තියෙනව ද,Hi Malaka Vim Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි ඔබ අප ආයතනය කෙරෙහි ඇති උනන්දුව අප අගය කරන අතර රැකියා අවස්ථාවන් පිළිබඳව දැනගැනීමට අපගේ Unilever Careers Facebook Page httpswwwfacebookcomUnileverCareersSriLanka එක වෙත පිවිසෙන්න
2023-08-01,Vim Sri Lanka Facebook,job වෙකන්සි තියෙනවාද,2023-08-22 12:04:49,Facebook,7343403,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Vim Sri Lanka Facebook,FBPAGE,Moderation User,Customer Care (Unilever),2023-08-22 19:38:43,2023-08-22 19:38:43,Neutral,,1.0,Moderation User,0 days 07:33:54.208000,job වෙකන්සි තියෙනවාද,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-08-01,Vim Sri Lanka Facebook,I want job,2023-08-24 12:15:05,Facebook,7374668,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Vim Sri Lanka Facebook,FBPAGE,Moderation User,Customer Care (Unilever),2023-08-24 18:44:19,2023-08-24 18:44:19,Neutral,,1.0,Moderation User,0 days 06:29:14.494000,I want job,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
